customer_name,address,city,state,postal_code,email,phone_number,loan_id,loan_purpose,loan_amount,total_payable,loan_duration_months,interest_rate,reference_number,payment_date,installment_number,total_installments,payment_method,payment_amount,total_paid_to_date,remaining_balance,current_repayment_status,filename,pageNumber
Aurore Chinnick,19508 Atwood Circle,Alhambra,California,91841,achinnick7@washington.edu,626-554-1926,LOAN-0008,Home improvement,69017,170471.98,49,300%,TRX-LOAN-0008-023,15-08-2024,23,49,Auto Debit,3479.02,80017.46,90454.52,Paid,CUST-0008_Aurore_Chinnick.pdf,23
Aurore Chinnick,19508 Atwood Circle,Alhambra,California,91841,achinnick7@washington.edu,626-554-1926,LOAN-0008,Home improvement,69017,170471.98,49,300%,TRX-LOAN-0008-024,15-09-2024,24,49,Bank Transfer,3479.02,83496.48,86975.5,Paid,CUST-0008_Aurore_Chinnick.pdf,24
Aurore Chinnick,19508 Atwood Circle,Alhambra,California,91841,achinnick7@washington.edu,626-554-1926,LOAN-0008,Home improvement,69017,170471.98,49,300%,TRX-LOAN-0008-025,14-10-2024,25,49,Auto Debit,3479.02,86975.5,83496.48,Paid,CUST-0008_Aurore_Chinnick.pdf,25
Aurore Chinnick,19508 Atwood Circle,Alhambra,California,91841,achinnick7@washington.edu,626-554-1926,LOAN-0008,Home improvement,69017,170471.98,49,300%,TRX-LOAN-0008-026,15-11-2024,26,49,Bank Transfer,3479.02,90454.52,80017.46,Paid,CUST-0008_Aurore_Chinnick.pdf,26
Aurore Chinnick,19508 Atwood Circle,Alhambra,California,91841,achinnick7@washington.edu,626-554-1926,LOAN-0008,Home improvement,69017,170471.98,49,300%,TRX-LOAN-0008-027,15-12-2024,27,49,Bank Transfer,3479.02,93933.54,76538.44,Paid,CUST-0008_Aurore_Chinnick.pdf,27
Aurore Chinnick,19508 Atwood Circle,Alhambra,California,91841,achinnick7@washington.edu,626-554-1926,LOAN-0008,Home improvement,69017,170471.98,49,300%,TRX-LOAN-0008-028,13-01-2025,28,49,Virtual Account,3479.02,97412.56,73059.42,Paid,CUST-0008_Aurore_Chinnick.pdf,28
Aurore Chinnick,19508 Atwood Circle,Alhambra,California,91841,achinnick7@washington.edu,626-554-1926,LOAN-0008,Home improvement,69017,170471.98,49,300%,TRX-LOAN-0008-029,15-02-2025,29,49,Virtual Account,3479.02,100891.58,69580.4,Paid,CUST-0008_Aurore_Chinnick.pdf,29
Aurore Chinnick,19508 Atwood Circle,Alhambra,California,91841,achinnick7@washington.edu,626-554-1926,LOAN-0008,Home improvement,69017,170471.98,49,300%,TRX-LOAN-0008-030,11-03-2025,30,49,Bank Transfer,3479.02,104370.6,66101.38,Paid,CUST-0008_Aurore_Chinnick.pdf,30
Aurore Chinnick,19508 Atwood Circle,Alhambra,California,91841,achinnick7@washington.edu,626-554-1926,LOAN-0008,Home improvement,69017,170471.98,49,300%,TRX-LOAN-0008-031,13-04-2025,31,49,Bank Transfer,3479.02,107849.62,62622.36,Paid,CUST-0008_Aurore_Chinnick.pdf,31
Aurore Chinnick,19508 Atwood Circle,Alhambra,California,91841,achinnick7@washington.edu,626-554-1926,LOAN-0008,Home improvement,69017,170471.98,49,300%,TRX-LOAN-0008-032,14-05-2025,32,49,Virtual Account,3479.02,111328.64,59143.34,Paid,CUST-0008_Aurore_Chinnick.pdf,32
Aurore Chinnick,19508 Atwood Circle,Alhambra,California,91841,achinnick7@washington.edu,626-554-1926,LOAN-0008,Home improvement,69017,170471.98,49,300%,TRX-LOAN-0008-033,14-06-2025,33,49,Virtual Account,3479.02,114807.66,55664.32,Paid,CUST-0008_Aurore_Chinnick.pdf,33
Aurore Chinnick,19508 Atwood Circle,Alhambra,California,91841,achinnick7@washington.edu,626-554-1926,LOAN-0008,Home improvement,69017,170471.98,49,300%,TRX-LOAN-0008-034,14-07-2025,34,49,Bank Transfer,3479.02,118286.68,52185.3,Paid,CUST-0008_Aurore_Chinnick.pdf,34
Aurore Chinnick,19508 Atwood Circle,Alhambra,California,91841,achinnick7@washington.edu,626-554-1926,LOAN-0008,Home improvement,69017,170471.98,49,300%,TRX-LOAN-0008-035,14-08-2025,35,49,Bank Transfer,3479.02,121765.7,48706.28,Paid,CUST-0008_Aurore_Chinnick.pdf,35
Aurore Chinnick,19508 Atwood Circle,Alhambra,California,91841,achinnick7@washington.edu,626-554-1926,LOAN-0008,Home improvement,69017,170471.98,49,300%,TRX-LOAN-0008-036,12-09-2025,36,49,Bank Transfer,3479.02,125244.72,45227.26,Paid,CUST-0008_Aurore_Chinnick.pdf,36
Aurore Chinnick,19508 Atwood Circle,Alhambra,California,91841,achinnick7@washington.edu,626-554-1926,LOAN-0008,Home improvement,69017,170471.98,49,300%,TRX-LOAN-0008-037,13-10-2025,37,49,Virtual Account,3479.02,128723.74,41748.24,Paid,CUST-0008_Aurore_Chinnick.pdf,37
Aurore Chinnick,19508 Atwood Circle,Alhambra,California,91841,achinnick7@washington.edu,626-554-1926,LOAN-0008,Home improvement,69017,170471.98,49,300%,TRX-LOAN-0008-038,11-11-2025,38,49,Virtual Account,3479.02,132202.76,38269.22,Paid,CUST-0008_Aurore_Chinnick.pdf,38
Aurore Chinnick,19508 Atwood Circle,Alhambra,California,91841,achinnick7@washington.edu,626-554-1926,LOAN-0008,Home improvement,69017,170471.98,49,300%,TRX-LOAN-0008-039,11-12-2025,39,49,Virtual Account,3479.02,135681.78,34790.2,Paid,CUST-0008_Aurore_Chinnick.pdf,39
Aurore Chinnick,19508 Atwood Circle,Alhambra,California,91841,achinnick7@washington.edu,626-554-1926,LOAN-0008,Home improvement,69017,170471.98,49,300%,TRX-LOAN-0008-040,11-01-2026,40,49,Bank Transfer,3479.02,139160.8,31311.18,Paid,CUST-0008_Aurore_Chinnick.pdf,40
Aurore Chinnick,19508 Atwood Circle,Alhambra,California,91841,achinnick7@washington.edu,626-554-1926,LOAN-0008,Home improvement,69017,170471.98,49,300%,TRX-LOAN-0008-041,25-02-2026,41,49,Bank Transfer,3479.02,142639.82,27832.16,Late,CUST-0008_Aurore_Chinnick.pdf,41
Aurore Chinnick,19508 Atwood Circle,Alhambra,California,91841,achinnick7@washington.edu,626-554-1926,LOAN-0008,Home improvement,69017,170471.98,49,300%,TRX-LOAN-0008-042,12-03-2026,42,49,Auto Debit,3479.02,146118.84,24353.14,Paid,CUST-0008_Aurore_Chinnick.pdf,42
Aurore Chinnick,19508 Atwood Circle,Alhambra,California,91841,achinnick7@washington.edu,626-554-1926,LOAN-0008,Home improvement,69017,170471.98,49,300%,TRX-LOAN-0008-043,13-04-2026,43,49,Auto Debit,3479.02,149597.86,20874.12,Paid,CUST-0008_Aurore_Chinnick.pdf,43
Aurore Chinnick,19508 Atwood Circle,Alhambra,California,91841,achinnick7@washington.edu,626-554-1926,LOAN-0008,Home improvement,69017,170471.98,49,300%,TRX-LOAN-0008-044,15-05-2026,44,49,Bank Transfer,3479.02,153076.88,17395.1,Paid,CUST-0008_Aurore_Chinnick.pdf,44
Aurore Chinnick,19508 Atwood Circle,Alhambra,California,91841,achinnick7@washington.edu,626-554-1926,LOAN-0008,Home improvement,69017,170471.98,49,300%,TRX-LOAN-0008-045,11-06-2026,45,49,Bank Transfer,3479.02,156555.9,13916.08,Paid,CUST-0008_Aurore_Chinnick.pdf,45
Aurore Chinnick,19508 Atwood Circle,Alhambra,California,91841,achinnick7@washington.edu,626-554-1926,LOAN-0008,Home improvement,69017,170471.98,49,300%,TRX-LOAN-0008-046,14-07-2026,46,49,Auto Debit,3479.02,160034.92,10437.06,Paid,CUST-0008_Aurore_Chinnick.pdf,46
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-001,18-05-2022,1,40,Virtual Account,558.57,558.57,21784.23,Paid,CUST-0009_Emogene_Waddell.pdf,1
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-002,18-06-2022,2,40,Auto Debit,558.57,1117.14,21225.66,Paid,CUST-0009_Emogene_Waddell.pdf,2
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-003,20-07-2022,3,40,Auto Debit,558.57,1675.71,20667.09,Paid,CUST-0009_Emogene_Waddell.pdf,3
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-004,18-08-2022,4,40,Virtual Account,558.57,2234.28,20108.52,Paid,CUST-0009_Emogene_Waddell.pdf,4
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-005,18-09-2022,5,40,Bank Transfer,558.57,2792.85,19549.95,Paid,CUST-0009_Emogene_Waddell.pdf,5
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-006,20-10-2022,6,40,Virtual Account,558.57,3351.42,18991.38,Paid,CUST-0009_Emogene_Waddell.pdf,6
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-007,18-11-2022,7,40,Auto Debit,558.57,3909.99,18432.81,Paid,CUST-0009_Emogene_Waddell.pdf,7
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-008,20-12-2022,8,40,Virtual Account,558.57,4468.56,17874.24,Paid,CUST-0009_Emogene_Waddell.pdf,8
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-009,16-01-2023,9,40,Bank Transfer,558.57,5027.13,17315.67,Paid,CUST-0009_Emogene_Waddell.pdf,9
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-010,19-02-2023,10,40,Virtual Account,558.57,5585.7,16757.1,Paid,CUST-0009_Emogene_Waddell.pdf,10
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-011,20-03-2023,11,40,Bank Transfer,558.57,6144.27,16198.53,Paid,CUST-0009_Emogene_Waddell.pdf,11
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-012,19-04-2023,12,40,Virtual Account,558.57,6702.84,15639.96,Paid,CUST-0009_Emogene_Waddell.pdf,12
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-013,18-05-2023,13,40,Virtual Account,558.57,7261.41,15081.39,Paid,CUST-0009_Emogene_Waddell.pdf,13
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-014,16-06-2023,14,40,Bank Transfer,558.57,7819.98,14522.82,Paid,CUST-0009_Emogene_Waddell.pdf,14
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-015,18-07-2023,15,40,Bank Transfer,558.57,8378.55,13964.25,Paid,CUST-0009_Emogene_Waddell.pdf,15
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-016,20-08-2023,16,40,Auto Debit,558.57,8937.12,13405.68,Paid,CUST-0009_Emogene_Waddell.pdf,16
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-017,17-09-2023,17,40,Auto Debit,558.57,9495.69,12847.11,Paid,CUST-0009_Emogene_Waddell.pdf,17
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-018,16-10-2023,18,40,Bank Transfer,558.57,10054.26,12288.54,Paid,CUST-0009_Emogene_Waddell.pdf,18
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-019,26-11-2023,19,40,Bank Transfer,558.57,10612.83,11729.97,Late,CUST-0009_Emogene_Waddell.pdf,19
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-020,16-12-2023,20,40,Virtual Account,558.57,11171.4,11171.4,Paid,CUST-0009_Emogene_Waddell.pdf,20
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-021,27-01-2024,21,40,Auto Debit,558.57,11729.97,10612.83,Late,CUST-0009_Emogene_Waddell.pdf,21
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-022,17-02-2024,22,40,Auto Debit,558.57,12288.54,10054.26,Paid,CUST-0009_Emogene_Waddell.pdf,22
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-023,17-03-2024,23,40,Auto Debit,558.57,12847.11,9495.69,Paid,CUST-0009_Emogene_Waddell.pdf,23
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-024,19-04-2024,24,40,Virtual Account,558.57,13405.68,8937.12,Paid,CUST-0009_Emogene_Waddell.pdf,24
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-025,20-05-2024,25,40,Virtual Account,558.57,13964.25,8378.55,Paid,CUST-0009_Emogene_Waddell.pdf,25
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-026,18-06-2024,26,40,Virtual Account,558.57,14522.82,7819.98,Paid,CUST-0009_Emogene_Waddell.pdf,26
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-027,16-07-2024,27,40,Virtual Account,558.57,15081.39,7261.41,Paid,CUST-0009_Emogene_Waddell.pdf,27
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-028,17-08-2024,28,40,Bank Transfer,558.57,15639.96,6702.84,Paid,CUST-0009_Emogene_Waddell.pdf,28
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-029,03-10-2024,29,40,Virtual Account,558.57,16198.53,6144.27,Late,CUST-0009_Emogene_Waddell.pdf,29
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-030,16-10-2024,30,40,Auto Debit,558.57,16757.1,5585.7,Paid,CUST-0009_Emogene_Waddell.pdf,30
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-031,18-11-2024,31,40,Auto Debit,558.57,17315.67,5027.13,Paid,CUST-0009_Emogene_Waddell.pdf,31
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-032,23-12-2024,32,40,Virtual Account,558.57,17874.24,4468.56,Late,CUST-0009_Emogene_Waddell.pdf,32
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-033,17-01-2025,33,40,Auto Debit,558.57,18432.81,3909.99,Paid,CUST-0009_Emogene_Waddell.pdf,33
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-034,22-02-2025,34,40,Auto Debit,558.57,18991.38,3351.42,Late,CUST-0009_Emogene_Waddell.pdf,34
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-035,19-03-2025,35,40,Auto Debit,558.57,19549.95,2792.85,Paid,CUST-0009_Emogene_Waddell.pdf,35
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-036,16-04-2025,36,40,Auto Debit,558.57,20108.52,2234.28,Paid,CUST-0009_Emogene_Waddell.pdf,36
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-037,16-05-2025,37,40,Auto Debit,558.57,20667.09,1675.71,Paid,CUST-0009_Emogene_Waddell.pdf,37
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-038,30-06-2025,38,40,Bank Transfer,558.57,21225.66,1117.14,Late,CUST-0009_Emogene_Waddell.pdf,38
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-039,24-07-2025,39,40,Virtual Account,558.57,21784.23,558.57,Late,CUST-0009_Emogene_Waddell.pdf,39
Emogene Waddell,07227 Caliangt Center,Grand Junction,Colorado,81505,ewaddell8@e-recht24.de,970-352-0087,LOAN-0009,Education,15959,22342.8,40,100%,TRX-LOAN-0009-040,18-08-2025,40,40,Bank Transfer,558.57,22342.8,0,Paid,CUST-0009_Emogene_Waddell.pdf,40
Dorothea Jeanet,0 Bay Trail,Salt Lake City,Utah,84130,djeanet9@friendfeed.com,801-558-4451,LOAN-0010,Debt consolidation,78370,388715.36,44,900%,TRX-LOAN-0010-001,24-01-2023,1,44,Virtual Account,8834.44,8834.44,379880.92,Late,CUST-0010_Dorothea_Jeanet.pdf,1
Dorothea Jeanet,0 Bay Trail,Salt Lake City,Utah,84130,djeanet9@friendfeed.com,801-558-4451,LOAN-0010,Debt consolidation,78370,388715.36,44,900%,TRX-LOAN-0010-002,26-02-2023,2,44,Bank Transfer,8834.44,17668.88,371046.48,Late,CUST-0010_Dorothea_Jeanet.pdf,2
Dorothea Jeanet,0 Bay Trail,Salt Lake City,Utah,84130,djeanet9@friendfeed.com,801-558-4451,LOAN-0010,Debt consolidation,78370,388715.36,44,900%,TRX-LOAN-0010-003,13-03-2023,3,44,Auto Debit,8834.44,26503.32,362212.04,Paid,CUST-0010_Dorothea_Jeanet.pdf,3
